given_name,created_date,last_modified_date,family_name,credit_name,other_names,orcid_identifier_path,biography,researcher_urls,emails,keywords,external_ids,organization_name,organization_address_city,organization_address_region,organization_address_country,organization_disambiguated_organization_identifier,organization_disambiguation_source,department_name,role_title,url_value,display_index,visibility,created_date_value,start_date_year_value,start_date_month_value,start_date_day_value,end_date_year_value,end_date_month_value,end_date_day_value
Cynthia,2017-05-25,2017-05-25,Owusu,NA,,0000-0003-2045-4336,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,"Medicine, Division of Hematology and Oncology",Associate Professor,NA,1,public,2022-03-12,NA,NA,NA,NA,NA,NA
Michael,2020-05-19,2020-05-19,Cartwright,NA,,0000-0002-4121-8212,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,NA,NA,NA,1,public,2020-05-19,NA,NA,NA,NA,NA,NA
Chae,2021-10-15,2021-10-15,Kim,NA,,0000-0003-0049-0807,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Pathology,NA,NA,1,public,2021-10-15,NA,NA,NA,NA,NA,NA
Grant,2017-09-11,2017-09-11,McCallum,Grant A. McCallum,,0000-0001-5009-914X,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Biomedical Engineering,Research Assistant Professor,NA,1,public,2022-01-07,2013,02,18,NA,NA,NA
Wendy,2017-08-18,2017-08-18,Goodman,NA,,0000-0002-6864-0384,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Pathology,NA,NA,1,public,2019-03-16,NA,NA,NA,NA,NA,NA
Saba,2020-06-28,2020-06-28,Valadkhan,NA,,0000-0002-6859-4883,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Department of Molecular Biology and Microbiology,NA,NA,1,public,2020-06-28,NA,NA,NA,NA,NA,NA
Michael,2018-03-08,2018-03-08,Jenkins,NA,,0000-0002-8908-5383,NA,,,,,Case Western Reserve University,Cleveland,Oh,US,NA,NA,Pediatrics,Associate Professor,NA,1,public,2018-04-18,2014,02,01,NA,NA,NA
JP,2021-03-22,2021-03-22,Graulty,NA,,0000-0001-9950-6957,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Community Innovation Network,Program Manager,NA,1,public,2021-03-22,NA,NA,NA,NA,NA,NA
Michael,2017-01-03,2017-01-03,Konstan,NA,,0000-0002-0557-7277,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,School of Medicine,Vice Dean for Translational Research,NA,0,public,2017-01-03,2015,03,01,NA,NA,NA
Claudia,2016-04-15,2016-04-15,Coulton,NA,,0000-0002-3546-0790,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,"Jack, Joseph and Morton Mandel School of Applied Social Sciences",Professor,http://msass.case.edu/faculty/ccoulton/,1,public,2018-09-21,1978,08,20,NA,NA,NA
Michaela,2019-07-26,2019-07-26,Cooley,NA,,0000-0002-7955-3745,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,NA,NA,1,public,2022-03-15,NA,NA,NA,NA,NA,NA
Dan,2016-04-15,2016-04-15,Ma,NA,,0000-0003-1664-9579,NA,,,,,Case Western Reserve University,Cleveland ,NA,US,NA,NA,Biomedical Engineering,Assistant Professor ,NA,1,public,2019-07-17,NA,NA,NA,NA,NA,NA
Chris ,2016-04-15,2016-04-15,Winkelman,NA,,0000-0002-2988-9304,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Frances Payne Bolton School of Nursing,Associate Professor,NA,1,public,2019-10-16,NA,NA,NA,NA,NA,NA
Benjamin,2021-11-09,2021-11-09,Sleva,NA,,0000-0003-0708-4190,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,School of Medicine,Assistant Director,NA,1,public,2021-11-09,2021,10,25,NA,NA,NA
Youwei,2020-01-29,2020-01-29,Zhang,NA,,0000-0003-0011-7922,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,NA,NA,1,public,2020-01-29,NA,NA,NA,NA,NA,NA
Sarah,2017-03-07,2017-03-07,Diamond,NA,,0000-0001-8518-773X,NA,,,,,Case Western Reserve University,Cleveland,NA,US,NA,NA,Biology,Assistant Professor,NA,1,public,2018-09-07,2014,01,01,NA,NA,NA
Cristian,2017-07-06,2017-07-06,Barrera,NA,,0000-0001-7806-9946,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Biomedical Engineering,Graduate Student,NA,1,public,2020-02-12,2020,01,13,NA,NA,NA
Eric,2016-04-15,2016-04-15,Barbato,NA,,0000-0001-8132-0679,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Genetics and Genome Sciences,Postdoctoral Fellow,NA,1,public,2020-02-25,2020,02,01,NA,NA,NA
Daniel,2019-05-23,2019-05-23,Tisch,NA,,0000-0001-7315-2839,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Population and Quantitative Health Sciences,Associate Professor,NA,1,public,2019-05-23,2005,NA,NA,NA,NA,NA
Aravindan,2021-01-15,2021-01-15,Krishnan,NA,,0000-0002-6888-4485,NA,,,,,Case Western Reserve University,OH,OH,US,http://dx.doi.org/10.13039/100008136,FUNDREF,Biology,Graduate Student,NA,1,public,2021-01-15,2017,08,01,NA,NA,NA
Yiheng,2021-03-30,2021-03-30,Pan,NA,,0000-0003-1967-872X,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,computer and data science,NA,NA,1,public,2021-10-26,NA,NA,NA,NA,NA,NA
Jinsong,2019-10-15,2019-10-15,Wang,NA,,0000-0002-1010-6699,NA,,,,,Case Western Reserve University,Cleveland ,NA,US,NA,NA,NA,NA,NA,1,public,2019-10-15,NA,NA,NA,NA,NA,NA
Brian,2017-02-04,2017-02-04,Maxwell,NA,,0000-0003-0987-7063,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Mechanical and Aerospace Engineering,Assistant Professor,NA,1,public,2019-09-26,2018,08,20,NA,NA,NA
Jacob,2019-09-11,2019-09-11,Cawley,NA,,0000-0003-2993-5179,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Genomics ,post doctoral fellow,NA,1,public,2020-08-25,2020,03,01,NA,NA,NA
Farren,2016-04-15,2016-04-15,Briggs,NA,,0000-0003-0903-1359,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Department of Population and Quantitative Health Sciences,Assistant Professor,NA,1,public,2018-12-04,NA,NA,NA,NA,NA,NA
Kaustav,2018-06-20,2018-06-20,Bera,NA,,0000-0001-9831-6000,NA,,,,,Case Western Reserve University,Cleveland,NA,US,NA,NA,Biomedical Engineering,NA,NA,1,public,2019-06-05,NA,NA,NA,NA,NA,NA
Simone,2016-05-25,2016-05-25,Dekker,NA,,0000-0002-0634-3034,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2016-06-01,2016,NA,NA,NA,NA,NA
Ananya,2017-11-27,2017-11-27,Sarker,NA,,0000-0002-6881-1200,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Sociology,Graduate Research Assistant,https://sociology.case.edu/2020/01/ananya-sarker/,1,public,2020-02-04,2018,09,01,NA,NA,NA
Michael,2021-06-21,2021-06-21,Harr,NA,,0000-0002-5094-3854,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,1,public,2021-12-20,NA,NA,NA,NA,NA,NA
Rojiar,2019-02-10,2019-02-10,Haddadian,NA,,0000-0003-4600-3015,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mechanical and Aerospace & Material Science,Post Doctoral Associate,NA,1,public,2019-02-10,2016,10,01,NA,NA,NA
Andrew,2017-09-05,2017-09-05,Mancuso,NA,,0000-0001-8722-9171,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Library - Scholarly Resources & Special Collections,Preservation Officer,NA,0,public,2017-09-15,2017,06,NA,NA,NA,NA
Salendra,2017-04-13,2017-04-13,Singh,NA,,0000-0002-4903-9868,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Case Comprehensive Cancer Center,Bioinformatics Analyst / Programmer III,NA,1,public,2019-04-20,2014,07,11,NA,NA,NA
Burcu,2017-12-08,2017-12-08,Gurkan,NA,,0000-0003-4886-3350,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemical and Biomolecular Engineering,Assistant Professor,NA,0,public,2017-12-08,2016,08,01,NA,NA,NA
McClary,2018-07-27,2018-07-27,Susan,NA,,0000-0001-7051-9295,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Music,Professor,NA,0,public,2018-07-27,2011,08,NA,NA,NA,NA
Erin,2019-04-24,2019-04-24,Phelps,NA,,0000-0002-5531-4790,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Sociology,Research Assistant,NA,1,public,2019-04-29,2016,08,22,NA,NA,NA
Daniel,2017-09-01,2017-09-01,Odoemene,NA,,0000-0001-7274-9975,NA,,,,,Case Western Reserve University,Cleveland ,Ohio,US,grid.67105.35,GRID,Systems and Control Engineering,Research Assistant,http://cesc.case.edu/OurTeam.htm,1,public,2020-11-12,2018,01,16,NA,NA,NA
Oguz Kagan,2022-07-15,2022-07-15,Coskun,NA,,0000-0002-8452-8552,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemical Engineering,PhD,NA,1,public,2022-07-15,2022,NA,NA,NA,NA,NA
Vincenzo,2017-01-16,2017-01-16,Tarallo,NA,,0000-0001-8158-1326,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biochemistry,Post Doc,NA,1,public,2021-06-08,2020,01,NA,NA,NA,NA
Ari,2016-04-15,2016-04-15,Blitz,NA,,0000-0002-6763-2112,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Radiology,Clinical Professor,NA,1,public,2019-12-03,2019,07,01,NA,NA,NA
Xiaowei,2016-04-15,2016-04-15,Zhao,NA,,0000-0002-1559-0029,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Biomedical Engineering ,PhD student,NA,1,public,2020-04-22,2015,09,NA,NA,NA,NA
Mark,2018-12-03,2018-12-03,Meckes,NA,,0000-0001-7399-2686,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,"Mathematics, Applied Mathematics, and Statistics",Professor,http://www.case.edu/artsci/math/mwmeckes/,1,public,2018-12-03,2007,07,01,NA,NA,NA
Thorsten,2016-04-15,2016-04-15,Fleiter,NA,,0000-0001-6255-9027,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2014-12-30,NA,NA,NA,NA,NA,NA
James,2016-04-15,2016-04-15,Jacobberger,NA,,0000-0002-3092-5157,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,General Medical Sciences,Assistant > Associate > Full Professor > Emeritus,NA,0,public,2016-08-07,1985,NA,NA,NA,NA,NA
Nancy,2016-04-15,2016-04-15,Rolock,NA,,0000-0002-9609-574X,"Nancy Rolock is the Henry L. Zucker Associate Professor of Social Work Practice and Associate Dean of Research and Training at the Jack, Joseph and Morton Mandel School of Applied Social Sciences, Case Western Reserve University. She has conducted child welfare research since 1996. Dr. Rolock is committed to using intervention research and implementation science to build evidence-informed services and supports for children and families involved in the child welfare system. Dr. Rolock has directed research related to examining the long-term outcomes for children and youth who have exited foster care through adoption or guardianship (post-permanency research). She is currently the Principal Investigator for a multi-year federally funded Understanding Post Adoption and Guardianship Instability project that will examine family experiences and outcomes post legal finalization of adoption or guardianship. Dr. Rolock directed the research for a national (8-site) project that implemented and evaluated interventions aimed at families who have adopted or taken guardianship of children previously in foster care. Understanding the risk and protective factors associated with the long-term stability of children, youth, parents and guardians is of utmost importance to the understanding of child and family well-being. Dr. Rolock seeks to illuminate these issues through her research.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Jack, Joseph and Morton Mandel School of Applied Social Sciences",Henry L. Zucker Associate Professor of Social Work Practice,NA,1,public,2020-02-03,2020,01,20,NA,NA,NA
Wayne,2017-03-27,2017-03-27,Cohen-Levy,NA,,0000-0003-3614-5212,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Orthopaedic Surgery ,NA,NA,1,public,2021-05-08,2021,09,01,NA,NA,NA
Andrei,2016-04-15,2016-04-15,Maiseyeu,NA,,0000-0001-8830-1809,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Cardiovascular Research Institute,Assistant Professor,NA,0,public,2017-02-01,2016,11,02,NA,NA,NA
Rohit,2016-04-15,2016-04-15,Jain,NA,,0000-0002-0780-1869,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,School of Medicine,Postdoctoral Associate,https://case.edu/medicine/csb/about/staff,1,public,2019-05-28,2019,07,29,NA,NA,NA
Nicholas,2020-06-25,2020-06-25,Sinclair,NA,,0000-0002-8268-966X,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Chemical and Bio-molecular Engineering,Research Engineer,NA,1,public,2020-06-25,2013,01,22,NA,NA,NA
Nalinda P.,2016-04-15,2016-04-15,Wickramasinghe,NA,,0000-0002-8700-2775,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,Chemistry,NMR Instrumentation Program Administrator,https://chemistry.case.edu/research/instrumentation/,1,public,2020-09-09,2019,10,22,NA,NA,NA
Arvind,2016-04-15,2016-04-15,Kumar,NA,,0000-0002-8421-8669,"Arvind Kumar finished his PhD from Nanyang Technological University, Singapore in the year 2017. His PhD work was on ""Structural and mechanistic insights into AhpR system of Mycobacterium tuberculosis"". Prior to this he finished his M.S in BioSciences from Sri Sathya Sai Institute of Higher learning, India. He is currently a post-doctoral scholar at Case Western Reserve University School of Medicine, USA. His current interest is on understanding structure of Ion Channels.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,School of Medicine,Postdoctoral fellow,NA,1,public,2020-04-29,2020,01,01,NA,NA,NA
Carlos,2016-04-15,2016-04-15,Crespo-Hernández,Carlos E. Crespo-Hernández,,0000-0002-3594-0890,"Prof. Crespo-Hernández was born in Lares, Puerto Rico, and received his Ph.D. in Chemistry from the University of Puerto Rico, Río Piedras Campus in 2002 (San Juan, Puerto Rico, USA). After completing two years as an NIH postdoctoral fellow and one year as Research Associate of Chemistry at The Ohio State University (Columbus, Ohio, USA), he moved to Case Western Reserve University (Cleveland, Ohio, USA) in 2007, where he was a Frank Hovorka Assistant Professor of Chemistry from 2012 to 2014 and Associate Professor from 2014 to 2019. Dr. Crespo-Hernández is currently a Professor and Associate Dean for Research in the College of Arts and Sciences, the Program Manager for the American Chemical Society SEED Summer Research Program in the Department of Chemistry at Case Western Reserve University, and an Associate Editor for the Photochemistry and Photobiology journal. He is a recipient of the prestigious NSF Faculty CAREER Award (CHE-1255084), the 2016 John S. Diekhoff Award for Excellence in Graduate Teaching, and the 2018 Mort Mandel Award for Excellence in Research, Teaching, and Service, given by the Department of Chemistry at CWRU. His current research program is cross-disciplinary and focuses primarily on the fields of ultrafast electronic spectroscopy, chemical kinetics and dynamics, computational chemistry, and photochemistry, with applications to photodynamic therapy, photobiology, organic and environmental photochemistry, energy conversion processes.",,,,,Case Western Reserve University,Cleveland,Ohio,US,grid.67105.35,GRID,NA,Associate Dean for Research,NA,1,public,2021-06-18,2021,07,01,NA,NA,NA
Carlos,2016-04-15,2016-04-15,Crespo-Hernández,Carlos E. Crespo-Hernández,,0000-0002-3594-0890,"Prof. Crespo-Hernández was born in Lares, Puerto Rico, and received his Ph.D. in Chemistry from the University of Puerto Rico, Río Piedras Campus in 2002 (San Juan, Puerto Rico, USA). After completing two years as an NIH postdoctoral fellow and one year as Research Associate of Chemistry at The Ohio State University (Columbus, Ohio, USA), he moved to Case Western Reserve University (Cleveland, Ohio, USA) in 2007, where he was a Frank Hovorka Assistant Professor of Chemistry from 2012 to 2014 and Associate Professor from 2014 to 2019. Dr. Crespo-Hernández is currently a Professor and Associate Dean for Research in the College of Arts and Sciences, the Program Manager for the American Chemical Society SEED Summer Research Program in the Department of Chemistry at Case Western Reserve University, and an Associate Editor for the Photochemistry and Photobiology journal. He is a recipient of the prestigious NSF Faculty CAREER Award (CHE-1255084), the 2016 John S. Diekhoff Award for Excellence in Graduate Teaching, and the 2018 Mort Mandel Award for Excellence in Research, Teaching, and Service, given by the Department of Chemistry at CWRU. His current research program is cross-disciplinary and focuses primarily on the fields of ultrafast electronic spectroscopy, chemical kinetics and dynamics, computational chemistry, and photochemistry, with applications to photodynamic therapy, photobiology, organic and environmental photochemistry, energy conversion processes.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemistry ,Professor ,NA,1,public,2019-06-29,2019,07,01,NA,NA,NA
Carlos,2016-04-15,2016-04-15,Crespo-Hernández,Carlos E. Crespo-Hernández,,0000-0002-3594-0890,"Prof. Crespo-Hernández was born in Lares, Puerto Rico, and received his Ph.D. in Chemistry from the University of Puerto Rico, Río Piedras Campus in 2002 (San Juan, Puerto Rico, USA). After completing two years as an NIH postdoctoral fellow and one year as Research Associate of Chemistry at The Ohio State University (Columbus, Ohio, USA), he moved to Case Western Reserve University (Cleveland, Ohio, USA) in 2007, where he was a Frank Hovorka Assistant Professor of Chemistry from 2012 to 2014 and Associate Professor from 2014 to 2019. Dr. Crespo-Hernández is currently a Professor and Associate Dean for Research in the College of Arts and Sciences, the Program Manager for the American Chemical Society SEED Summer Research Program in the Department of Chemistry at Case Western Reserve University, and an Associate Editor for the Photochemistry and Photobiology journal. He is a recipient of the prestigious NSF Faculty CAREER Award (CHE-1255084), the 2016 John S. Diekhoff Award for Excellence in Graduate Teaching, and the 2018 Mort Mandel Award for Excellence in Research, Teaching, and Service, given by the Department of Chemistry at CWRU. His current research program is cross-disciplinary and focuses primarily on the fields of ultrafast electronic spectroscopy, chemical kinetics and dynamics, computational chemistry, and photochemistry, with applications to photodynamic therapy, photobiology, organic and environmental photochemistry, energy conversion processes.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Chemistry,Program Manager for the American Chemical Society SEED Summer Program,https://chemistry.case.edu/other-programs/projectseed/,1,public,2021-06-18,2010,06,01,NA,NA,NA
Bartosz,2018-12-05,2018-12-05,Mucha,NA,,0000-0002-9300-024X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Departmant of Biochemistry,Postdoctoral Scholar,NA,1,public,2020-05-29,2019,08,01,NA,NA,NA
Denna,2017-06-13,2017-06-13,Iammarino,NA,,0000-0001-9094-3077,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,English ,Full-Time Lecturer,NA,0,public,2017-06-13,2012,NA,NA,NA,NA,NA
Yolanda,2022-01-03,2022-01-03,Fortenberry,NA,,0000-0002-3646-0602,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biology,Associate Professor,NA,1,public,2022-07-12,2019,NA,NA,NA,NA,NA
William,2017-02-20,2017-02-20,Janesh,NA,,0000-0003-4364-0799,NA,,,,,Case Western Reserve University,Cleveland,Ohio,US,NA,NA,Astronomy,Instructor,NA,1,public,2019-12-10,2018,08,NA,NA,NA,NA
Charles,2017-08-15,2017-08-15,Harper,NA,,0000-0003-3781-5812,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Freedman Center for Digital Scholarship,Digital Scholarship Specialist,https://case.edu/library/research/digital-scholarship,1,public,2017-08-15,2017,08,01,NA,NA,NA
Stormy,2018-04-05,2018-04-05,Sweitzer,Stormy C. Sweitzer,,0000-0002-8881-5153,NA,,,,,Case Western Reserve University,Cleveland,OH,US,NA,NA,Organizational Behavior,PhD Candidate,https://weatherhead.case.edu/students/stormy-sweitzer,1,public,2021-01-27,2017,08,24,NA,NA,NA
Elizabeth,2019-01-24,2019-01-24,Meckes,NA,,0000-0003-0128-6664,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,"Mathematics, Applied Mathematics, and Statistics",Professor,https://case.edu/artsci/math/esmeckes/,1,public,2019-01-24,2007,07,01,NA,NA,NA
Brian,2016-04-15,2016-04-15,Metrovich,NA,,0000-0001-5438-8061,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Civil Engineering ,Associate Professor,NA,0,public,2016-01-20,2010,08,NA,NA,NA,NA
Amy,2017-11-16,2017-11-16,Przeworski,NA,,0000-0002-0149-7077,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Psychological Sciences,Associate Professor,NA,0,public,2017-11-16,2016,07,01,NA,NA,NA
Jason,2017-05-24,2017-05-24,Chao,NA,,0000-0003-4990-4433,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Family Medicine & Community Health,Clerkship Director,NA,0,public,2017-05-26,1984,07,NA,NA,NA,NA
Jessica,2017-10-05,2017-10-05,DeCaro,Jessica DeCaro,,0000-0002-1876-9059,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Cleveland Health Sciences Library,Interim Director/User Services Librarian,NA,1,public,2017-10-05,2013,02,25,NA,NA,NA
Evan,2016-04-15,2016-04-15,Meszaros,NA,,0000-0002-9500-0294,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Kelvin Smith Library,Research Services Librarian,NA,0,public,2015-05-26,2014,08,18,NA,NA,NA
Parameswaran,2016-04-15,2016-04-15,Ramakrishnan,NA,,0000-0002-1314-827X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Pathology,Associate Professor,NA,1,public,2015-05-23,2013,07,01,NA,NA,NA
NA,NA,NA,NA,NA,,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alp,2016-04-15,2016-04-15,Sehirlioglu,NA,,0000-0002-9708-4049,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Materials Science and Engineering,Associate Professor,NA,1,public,2019-10-17,2019,07,01,NA,NA,NA
Mark,2017-02-15,2017-02-15,Cameron,NA,,0000-0003-4768-4094,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Mark Cameron,Associate Professor,NA,1,public,2017-02-15,2014,09,17,NA,NA,NA
Mingguo,2016-07-28,2016-07-28,Hong,NA,,0000-0003-2333-4575,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Electrical Engineering and Computer Science,Associate Professor,NA,0,public,2017-09-15,2012,10,01,NA,NA,NA
Melissa,2016-04-15,2016-04-15,Hubbard,Melissa A. Hubbard,,0000-0002-5156-4063,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Kelvin Smith Library,"Head of Special Collections & Archives, Librarian III",NA,0,public,2015-01-15,2014,NA,NA,NA,NA,NA
Jeff,2016-04-15,2016-04-15,Coller,NA,,0000-0001-5662-8110,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Center for RNA Molecular Biology,Associate Director,NA,0,public,2014-11-28,2014,07,01,NA,NA,NA
Jeff,2016-04-15,2016-04-15,Coller,NA,,0000-0001-5662-8110,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Center for RNA Molecular Biology,Associate Professor,NA,0,public,2014-11-28,2012,07,01,NA,NA,NA
Cheewai,2021-11-01,2021-11-01,Cheng,NA,,0000-0001-5912-265X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Radiation Oncology,Adjunct Professor,NA,1,public,2021-11-01,2018,06,01,NA,NA,NA
Dong,2016-04-15,2016-04-15,Luo,NA,,0000-0002-9711-2070,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Department of Radiology,Postdoc,NA,1,public,2019-01-25,2017,09,06,NA,NA,NA
Kunpeng,2018-05-29,2018-05-29,Li,NA,,0000-0002-1499-5120,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Cryo-EM core Facility,"Research Scientist, Facility Manager",NA,1,public,2019-06-16,2018,11,02,NA,NA,NA
James,2017-09-12,2017-09-12,McGuffin-Cawley,NA,,0000-0001-6888-7400,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2017-09-12,NA,NA,NA,NA,NA,NA
James,2017-09-12,2017-09-12,McGuffin-Cawley,NA,,0000-0001-6888-7400,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2017-09-12,NA,NA,NA,NA,NA,NA
James,2017-09-12,2017-09-12,McGuffin-Cawley,NA,,0000-0001-6888-7400,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2017-09-12,NA,NA,NA,NA,NA,NA
James,2017-09-12,2017-09-12,McGuffin-Cawley,NA,,0000-0001-6888-7400,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,NA,NA,NA,0,public,2017-09-12,NA,NA,NA,NA,NA,NA
James,2017-09-12,2017-09-12,McGuffin-Cawley,NA,,0000-0001-6888-7400,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,School of Engineering,Associate Dean for Research,NA,0,public,2017-09-12,NA,NA,NA,NA,NA,NA
James,2017-09-12,2017-09-12,McGuffin-Cawley,NA,,0000-0001-6888-7400,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,School of Engineering,Interim Dean,NA,0,public,2017-09-12,2017,07,NA,NA,NA,NA
James,2017-09-12,2017-09-12,McGuffin-Cawley,NA,,0000-0001-6888-7400,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Materials Science and Engineering,Arthur S. Holden Professor,NA,0,public,2017-09-12,2007,01,NA,NA,NA,NA
James,2017-09-12,2017-09-12,McGuffin-Cawley,NA,,0000-0001-6888-7400,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Materials Science and Engineering,Professor,NA,0,public,2017-09-12,1997,06,NA,NA,NA,NA
Thomas,2018-09-02,2018-09-02,King,NA,,0000-0002-5221-7645,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Weatherhead School of Management,Professor of Accountancy,NA,1,public,2018-09-02,2016,07,NA,NA,NA,NA
Rachel,2022-06-07,2022-06-07,Grabowski,NA,,0000-0002-9093-3220,"Current: Scientist of 5 years in collaborative academic research. Provide rodent experimental data and assay illustrations for insulin modification and mutation publications. Ask me what kind of mutations and modifications we study, it varies.

Short term goal: Master degree holder in Biochemistry with strong desire to pursue a PhD in Immunology and Microbiology. Hire me.

Long term goal: Serve as a PI whose lab investigates the fundamental pathologies of autoimmunity as well as improve treatment abating symptoms of autoimmune diseases. 

For fun, I tweet publications, gifs, & videos of current interesting stuff developing in the STEM field.",,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Biochemistry,Research Assistant II,https://case.edu/medicine/biochemistry/,1,public,2022-06-07,2017,06,20,NA,NA,NA
Nishan,2018-01-23,2018-01-23,Senanayake,NA,,0000-0003-2609-647X,NA,,,,,Case Western Reserve University,Cleveland,OH,US,2546,RINGGOLD,Materials Science and Engineering,Research Assistant ,NA,0,public,2018-01-30,2018,01,08,NA,NA,NA
